titulo,autor,idioma,editora,media_avaliacao,total_avaliacao,abandonos,relendo,querem_ler,lendo,leram,genero_literario,genero,grau_popularidade
A Mansão Hollow,Agatha Christie,português,Nova,3.9,7,180,14,4,234,14,suspense e mistério,Feminino,Baixa
A Chave de Rebecca,Ken Follett,português,Arqueiro,3.9,726,28,1,2,49,1,suspense e mistério,Feminino,Baixa
6º Alvo,James Patterson,português,Arqueiro,3.9,474,3,0,958,17,807,suspense e mistério,Feminino,Baixa
O Golpe,Christopher Reich,português,Arqueiro,3.9,59,1,0,478,10,68,suspense e mistério,Feminino,Baixa
Penitência,Kanae Minato,português,Gutenberg,3.9,236,2,0,388,7,257,suspense e mistério,Feminino,Baixa
A Princesa de Gelo,Camilla Läckberg,português,Planeta,3.9,722,25,1,1,35,1,suspense e mistério,Feminino,Baixa
A Estrada da Noite,Joe Hill,português,Arqueiro,3.9,10,880,20,6,583,15,suspense e mistério,Feminino,Baixa
Um Mistério no Caribe,Agatha Christie,português,HarperCollins,3.9,2,50,8,2,84,5,suspense e mistério,Feminino,Baixa
A Noite das Bruxas,Agatha Christie,português,HarperCollins,3.9,3,168,9,2,169,8,suspense e mistério,Feminino,Baixa
Agente do Caos,Kami Garcia,português,HarperCollins,3.9,117,1,1,996,9,129,suspense e mistério,Feminino,Baixa
Amanhecer,Stephenie Meyer,português,Intrínseca,3.9,82,3,469,13,1,276,suspense e mistério,Feminino,Baixa
Nêmesis,Agatha Christie,português,HarperCollins,3.9,2,47,3,2,98,4,suspense e mistério,Feminino,Baixa
O Médico e o Monstro,Robert Louis Stevenson,português,Martin,3.9,14,322,21,8,572,24,suspense e mistério,Feminino,Baixa
Vejo Vocês em Breve,Mary Higgins Clark,português,Rocco,3.9,188,8,0,212,7,332,suspense e mistério,Feminino,Baixa
Rosas de Maio,Dot Hutchison,português,Planeta,3.9,275,1,0,637,30,306,suspense e mistério,Feminino,Baixa
O Sócio,John Grisham,português,Rocco,3.9,672,26,3,550,29,1,suspense e mistério,Feminino,Baixa
A Gaiola de Ouro,Camilla Läckberg,português,Arqueiro,3.9,671,6,1,2,46,697,suspense e mistério,Feminino,Baixa
Amanhecer,Stephenie Meyer,português,Intrínseca,3.9,82,3,469,13,1,276,suspense e mistério,Feminino,Baixa
Amanhecer,Stephenie Meyer,português,Intrínseca,3.9,82,3,469,13,1,276,suspense e mistério,Feminino,Baixa
Nêmesis (Nemesis),Agatha Christie,português,Harper,3.9,2,47,3,2,98,4,suspense e mistério,Feminino,Baixa
Preciso Saber,Karen Cleveland,português,Planeta,3.9,160,1,0,973,19,201,suspense e mistério,Feminino,Baixa
A Extravagância do Morto,Agatha Christie,português,HarperCollins,3.9,2,22,6,1,58,5,suspense e mistério,Feminino,Baixa
Cidade nas Trevas,Adam Christopher,português,Intrínseca,3.9,157,11,1,1,62,161,suspense e mistério,Feminino,Baixa
Amanhecer,Stephenie Meyer,português,Intrínseca,3.9,82,3,469,13,1,276,suspense e mistério,Feminino,Baixa
Amanhecer,Stephenie Meyer,português,Intrínseca,3.9,82,3,469,13,1,276,suspense e mistério,Feminino,Baixa
Amanhecer ,Stephenie Meyer,português,Intrínseca,3.9,82,3,469,13,1,276,suspense e mistério,Feminino,Baixa
Cornelia,Florencia Etcheves,espanhol,Editora,3.8,2,0,0,1,1,0,suspense e mistério,Feminino,Baixa
O Que Aconteceu Com Annie,C.J. Tudor,português,Intrínseca,3.8,4,72,3,6,418,5,suspense e mistério,Feminino,Baixa
O que Aconteceu com Annie,C.J. Tudor,português,Intrínseca,3.8,4,72,3,6,418,5,suspense e mistério,Feminino,Baixa
Território Lovecraft,Matt Ruff,português,Intrínseca,3.8,950,32,0,1,237,965,suspense e mistério,Feminino,Baixa
A Última Festa (e-Book),Lucy Foley,português,Intrínseca,3.8,5,87,3,8,527,5,suspense e mistério,Feminino,Baixa
A Última Festa,Lucy Foley,português,Intrínseca,3.8,5,87,3,8,527,5,suspense e mistério,Feminino,Baixa
O Servo dos Ossos,Anne Rice,português,Rocco,3.8,528,48,2,809,19,1,suspense e mistério,Feminino,Baixa
O Homem de Giz,C.J. Tudor,português,Intrínseca,3.8,14,296,12,17,1,18,suspense e mistério,Feminino,Baixa
O Desgosto de August,Brittany Cavallaro,português,Rocco,3.8,70,0,0,646,11,57,suspense e mistério,Feminino,Baixa
Corrupt,Penelope Douglas,português,The,3.8,536,15,1,404,18,594,suspense e mistério,Feminino,Baixa
Selvagens,Don Winslow,português,Intrínseca,3.8,987,90,3,1,58,1,suspense e mistério,Feminino,Baixa
O Caso Caravaggio ,Daniel Silva,português,Harper,3.8,157,1,0,283,14,232,suspense e mistério,Feminino,Baixa
O Fio do Bisturi,Tess Gerritsen,português,HarperCollins,3.8,947,10,0,966,36,1,suspense e mistério,Feminino,Baixa
Um caso de necessidade,Michael Crichton,português,Rocco,3.8,75,1,0,64,1,113,suspense e mistério,Feminino,Baixa
Um Estudo em Charlotte,Brittany Cavallaro,português,Rocco,3.8,859,39,1,2,75,923,suspense e mistério,Feminino,Baixa
Mary Reilly,Valerie Martin,português,Rocco,3.8,34,2,0,42,4,54,suspense e mistério,Feminino,Baixa
O Homem de Giz,C.J. Tudor,português,Intrínseca,3.8,14,296,12,17,1,18,suspense e mistério,Feminino,Baixa
A Última Festa,Lucy Foley,português,Intrínseca,3.8,5,87,3,8,527,5,suspense e mistério,Feminino,Baixa
O Moço Loiro,Joaquim Manuel de Macedo,português,Martin,3.8,444,31,3,296,33,971,suspense e mistério,Feminino,Baixa
O Caso Laura,André Vianco,português,Rocco,3.8,1,39,2,1,55,2,suspense e mistério,Feminino,Baixa
A Pedra Proibida,Tony Abbott,português,Galera,3.8,24,1,0,170,4,13,suspense e mistério,Feminino,Baixa
Um Corpo na Biblioteca,Agatha Christie,português,Nova,3.8,8,202,13,6,432,16,suspense e mistério,Feminino,Baixa
Zoo,James Patterson,português,Editora,3.8,665,18,2,1,44,870,suspense e mistério,Feminino,Baixa
Roleta Russa,Jason Matthews,português,Arqueiro,3.8,1,157,1,3,162,1,suspense e mistério,Feminino,Baixa
Os Trabalhos de Hércules,Agatha Christie,português,Harper,3.8,2,65,3,2,93,4,suspense e mistério,Feminino,Baixa
Homeland: Como Tudo Começou,Andrew Kaplan,português,Intrínseca,3.8,256,26,0,456,35,395,suspense e mistério,Feminino,Baixa
A Última Festa (e-Book),Lucy Foley,português,Intrínseca,3.8,5,87,3,8,527,5,suspense e mistério,Feminino,Baixa
A Filha do Rei do Pântano,Karen Dionne,português,Verus,3.8,1,25,0,1,56,1,suspense e mistério,Feminino,Baixa
Revenge - Treinamento Para Vingança,Jesse Lasky,português,Planeta,3.8,365,19,1,738,26,539,suspense e mistério,Feminino,Baixa
A Desconhecida,Mary Kubica,português,Planeta,3.8,368,6,0,1,20,457,suspense e mistério,Feminino,Baixa
Recursos Desumanos,Pierre Lemaitre,português,Editora,3.8,44,3,1,134,4,40,suspense e mistério,Feminino,Baixa
A Garota Inglesa,Daniel Silva,português,Arqueiro,3.8,152,8,0,423,15,233,suspense e mistério,Feminino,Baixa
Lua de Mel,James Patterson,português,Arqueiro,3.8,683,13,0,855,23,1,suspense e mistério,Feminino,Baixa
Gravity Falls: Ao Esquisito e Além,Joe Books,português,Universo,3.8,18,0,0,134,2,14,suspense e mistério,Feminino,Baixa
Arthur & George,Julian Barnes ,português,Rocco,3.8,31,0,0,44,0,43,suspense e mistério,Feminino,Baixa
O Diário de Dora Damage,Belinda Starling,português,Rocco,3.8,13,1,0,60,4,19,suspense e mistério,Feminino,Baixa
A Loura,Duane Swierczynski,português,Rocco,3.8,6,1,1,29,0,10,suspense e mistério,Feminino,Baixa
Bela Gentileza,Diane Hoh,português,Rocco,3.8,124,2,1,46,1,245,suspense e mistério,Feminino,Baixa
Território Lovecraft,Matt Ruff,português,Intrínseca,3.8,950,32,0,1,237,965,suspense e mistério,Feminino,Baixa
Única Filha, Anna Snoekstra ,português,HarperCollins,3.8,866,21,3,3,44,1,suspense e mistério,Feminino,Baixa
A Herdeira,Daniel Silva,português,HarperCollins,3.8,79,2,0,65,7,83,suspense e mistério,Feminino,Baixa
Tempo Estranho,Joe Hill,português,HarperCollins,3.8,189,4,1,533,21,184,suspense e mistério,Feminino,Baixa
A Garota Perfeita,Mary Kubica,português,Planeta,3.8,1,68,1,4,90,2,suspense e mistério,Feminino,Baixa
Ninguém Pode Saber,Karin Slaughter,português,HarperCollins,3.8,373,12,0,2,41,472,suspense e mistério,Feminino,Baixa
Dexter no Escuro,Jeff Lindsay,português,Planeta,3.8,2,57,2,4,150,4,suspense e mistério,Feminino,Baixa
O Estranho,Camilla Läckberg,português,Planeta,3.8,251,1,0,449,13,369,suspense e mistério,Feminino,Baixa
Um Corpo na Biblioteca,Agatha Christie,português,HarperCollins,3.8,8,202,13,6,432,16,suspense e mistério,Feminino,Baixa
Leonardo da Vinci e os sete crimes de Roma,Guillaume Prévost,português,Gutenberg,3.8,29,0,0,106,1,33,suspense e mistério,Feminino,Baixa
O Caso do Marquês Desaparecido,Nancy Springer,português,Verus,3.8,472,8,1,2,52,521,suspense e mistério,Feminino,Baixa
Operação Red Sparrow,Jason Matthews,português,Arqueiro,3.8,1,157,1,3,162,1,suspense e mistério,Feminino,Baixa
Advogado do Diabo,Jonathan Maberry,português,HarperCollins,3.7,123,4,1,1,18,152,suspense e mistério,Feminino,Baixa
1876,Gore Vidal,português,Rocco,3.7,12,0,0,17,0,21,suspense e mistério,Feminino,Baixa
O Nome da Estrela (The Name of the Star),Maureen Johnson,português,Rocco,3.7,409,15,1,946,27,581,suspense e mistério,Feminino,Baixa
O Romance,James A. Michener,português,Rocco,3.7,7,0,0,19,1,10,suspense e mistério,Feminino,Baixa
Anjo da Guarda,Sara Paretsky,português,Rocco,3.7,6,2,0,9,0,13,suspense e mistério,Feminino,Baixa
A Sonâmbula,Diane Hoh,português,Rocco,3.7,139,3,1,52,2,259,suspense e mistério,Feminino,Baixa
O Canto dos Segredos,Tana French,português,Rocco,3.7,58,1,0,221,9,78,suspense e mistério,Feminino,Baixa
Atração Fatal,Diane Hoh,português,Rocco,3.7,77,1,1,38,0,142,suspense e mistério,Feminino,Baixa
O Advogado,John Grisham,português,Rocco,3.7,1,99,3,1,124,3,suspense e mistério,Feminino,Baixa
Desejos Macabros,Diane Hoh,português,Rocco,3.7,93,3,2,52,0,197,suspense e mistério,Feminino,Baixa
A Temporada das Marchas,Daniel Silva,português,Rocco,3.7,26,1,0,61,1,49,suspense e mistério,Feminino,Baixa
O Homem Invisível,H. G. Wells,português,Martin,3.7,2,83,6,4,178,3,suspense e mistério,Feminino,Baixa
Observe-me,Kimberly Knight,português,The,3.7,48,0,5,638,34,28,suspense e mistério,Feminino,Baixa
O Pesadelo,Lars Kepler,português,Intrínseca,3.7,726,47,1,1,68,1,suspense e mistério,Feminino,Baixa
O Hipnotista,Lars Kepler,português,Intrínseca,3.7,2,127,1,2,166,3,suspense e mistério,Feminino,Baixa
O Testamento,John Grisham,português,Rocco,3.7,888,36,0,596,29,1,suspense e mistério,Feminino,Baixa
A essência do mal,Luca D'Andrea,português,Intrínseca,3.7,696,46,0,3,87,812,suspense e mistério,Feminino,Baixa
Inspeção,Josh Malerman,português,Intrínseca,3.7,390,22,0,2,66,432,suspense e mistério,Feminino,Baixa
Em Águas Profundas,Patricia Highsmith,português,Intrínseca,3.7,100,0,0,32,5,48,suspense e mistério,Feminino,Baixa
Você Está Sendo Vigiado,Gregg Hurwitz,português,Arqueiro,3.7,812,31,0,1,41,1,suspense e mistério,Feminino,Baixa
Você,Caroline Kepnes,português,Rocco,3.7,1,160,3,2,230,2,suspense e mistério,Feminino,Baixa
A Profecia do Paraíso,Robert Browne,português,Planeta,3.7,99,5,0,100,9,160,suspense e mistério,Feminino,Baixa
O Vendedor de Armas,Hugh Laurie,português,Planeta,3.7,2,314,8,1,266,4,suspense e mistério,Feminino,Baixa
Dexter Está Morto,Jeff Lindsay,português,Planeta,3.7,386,4,0,1,29,603,suspense e mistério,Feminino,Baixa
Uma Mentira Perfeita,Lisa Scottoline,português,HarperCollins,3.7,200,2,0,1,18,243,suspense e mistério,Feminino,Baixa
O Vendedor de Armas,Hugh Laurie,português,Planeta,3.7,2,314,8,1,266,4,suspense e mistério,Feminino,Baixa
O Dom,Robert Ovies,português,Verus,3.7,184,14,0,676,18,229,suspense e mistério,Feminino,Baixa
Bodas de sangue,Pierre Lemaitre,português,Gutenberg,3.7,129,2,0,344,7,127,suspense e mistério,Feminino,Baixa
Fantasma,Jason Reynolds,português,Intrínseca,3.7,6,1,1,36,2,12,suspense e mistério,Feminino,Baixa
A jangada,Júlio Verne,português,Planeta,3.7,112,16,0,278,9,265,suspense e mistério,Feminino,Baixa
Sete Contos de Arrepiar,José Flávio Morais,português,Rocco,3.7,9,0,0,7,0,11,suspense e mistério,Feminino,Baixa
Você,Caroline Kepnes,português,Rocco,3.7,1,160,3,2,230,2,suspense e mistério,Feminino,Baixa
Esaú e Jacó,Machado de Assis,português,Martin,3.6,3,487,13,2,256,9,suspense e mistério,Feminino,Baixa
Temporada de acidentes,Moïra Fowley-Doyle,português,Intrínseca,3.6,1,38,0,2,62,2,suspense e mistério,Feminino,Baixa
A Voz no Espelho,Diane Hoh,português,Rocco,3.6,77,0,0,47,1,144,suspense e mistério,Feminino,Baixa
Os Crimes do Monograma,Sophie Hannah,português,Nova,3.6,960,52,2,814,93,1,suspense e mistério,Feminino,Baixa
Restos Humanos,Elizabeth Haynes,português,Intrínseca,3.6,1,75,3,2,65,1,suspense e mistério,Feminino,Baixa
O Último Evangelho,David Gibbins,português,Planeta,3.6,84,10,1,246,6,146,suspense e mistério,Feminino,Baixa
Férias Infernais (Vacations from hell),Maureen Johnson,português,Galera,3.6,532,15,1,1,42,787,suspense e mistério,Feminino,Baixa
O Mistério do Relógio na Parede,John Bellairs,português,Galera,3.6,422,6,1,422,19,711,suspense e mistério,Feminino,Baixa
O Rei de Amarelo,Robert W. Chambers,português,Intrínseca,3.6,3,341,6,4,569,4,suspense e mistério,Feminino,Baixa
Os Justiceiros,Stephen King,português,Planeta,3.6,801,48,2,1,26,1,suspense e mistério,Feminino,Baixa
Não Voltarás,Hans Koppel,português,Verus,3.6,602,17,0,900,27,779,suspense e mistério,Feminino,Baixa
A Fúria,L. J. Smith,português,Galera,3.6,18,613,26,8,295,52,suspense e mistério,Feminino,Baixa
O Confronto,L. J. Smith,português,Galera,3.6,22,741,36,7,412,63,suspense e mistério,Feminino,Baixa
O Rei de Amarelo,Robert W. Chambers,português,Intrínseca,3.6,3,341,6,4,569,4,suspense e mistério,Feminino,Baixa
Em Um Bosque Muito Escuro,Ruth Ware,português,Rocco,3.6,527,4,0,2,15,631,suspense e mistério,Feminino,Baixa
A Outra Casa,Sophie Hannah,português,Rocco,3.6,155,2,0,660,13,197,suspense e mistério,Feminino,Baixa
A Caça,M.A. Bennett,português,Arqueiro,3.6,587,12,0,2,44,694,suspense e mistério,Feminino,Baixa
Prisioneiras,Diane Hoh,português,Rocco,3.6,43,0,0,49,1,76,suspense e mistério,Feminino,Baixa
DESAFIO MORTAL,Joy Fielding,português,Rocco,3.6,10,0,0,15,1,21,suspense e mistério,Feminino,Baixa
A Iniciação,Diane Hoh,português,Rocco,3.6,79,0,0,51,3,147,suspense e mistério,Feminino,Baixa
A exceção,Christian Jungersen,português,Intrínseca,3.6,188,25,0,237,15,275,suspense e mistério,Feminino,Baixa
Uma Mulher Perfeita,James Grippando,português,Casa,3.6,261,13,1,438,29,335,suspense e mistério,Feminino,Baixa
A Filha,Jane Shemilt,português,HarperCollins,3.6,343,12,1,514,18,448,suspense e mistério,Feminino,Baixa
A Marca do Assassino,Daniel Silva,português,Rocco,3.6,56,4,0,142,4,86,suspense e mistério,Feminino,Baixa
O Livro dos Horrores,Diane Hoh,português,Rocco,3.6,78,2,0,68,1,134,suspense e mistério,Feminino,Baixa
Fim de Semana Alucinante,R. L. Stine,português,Rocco,3.6,145,2,0,112,0,303,suspense e mistério,Feminino,Baixa
O Sussurro,Diane Hoh,português,Rocco,3.6,51,3,0,55,1,97,suspense e mistério,Feminino,Baixa
A Bíblia do diabo,Richard Dübell,português,Planeta,3.5,65,14,2,402,28,128,suspense e mistério,Feminino,Baixa
Caixão Fechado,Sophie Hannah,português,HarperCollins,3.5,150,2,0,457,7,245,suspense e mistério,Feminino,Baixa
O Caçador de Demônios,Wesley Snipes,português,HarperCollins,3.5,37,2,1,912,8,49,suspense e mistério,Feminino,Baixa
A Mulher Na Cabine 10,Ruth Ware,português,Rocco,3.5,2,92,0,4,191,3,suspense e mistério,Feminino,Baixa
A Verdade ou a Morte,Diane Hoh,português,Rocco,3.5,105,1,0,65,1,223,suspense e mistério,Feminino,Baixa
A força do passado,Sandro Veronesi,português,Rocco,3.5,3,0,0,11,0,3,suspense e mistério,Feminino,Baixa
As Elizas,Sara Shepard,português,HarperCollins,3.5,198,13,1,1,14,210,suspense e mistério,Feminino,Baixa
Corpos Ocultos,Caroline Kepnes,português,Rocco,3.5,273,8,0,1,47,314,suspense e mistério,Feminino,Baixa
O Aprendiz de Gutenberg,Alix Christie,português,Planeta,3.5,18,1,0,152,5,19,suspense e mistério,Feminino,Baixa
Todas as Garotas Desaparecidas,Megan Miranda,português,Verus,3.5,921,50,2,2,56,1,suspense e mistério,Feminino,Baixa
Todas as Garotas Desaparecidas,Megan Miranda,português,Verus,3.5,921,50,2,2,56,1,suspense e mistério,Feminino,Baixa
Verum,Courtney Cole,português,Verus,3.5,53,1,0,161,5,62,suspense e mistério,Feminino,Baixa
Noite de Tempestade,John Sandford,português,Arqueiro,3.5,176,13,0,504,10,267,suspense e mistério,Feminino,Baixa
Garotas Como Nós,Dana Mele,português,Universo,3.5,292,19,3,1,31,323,suspense e mistério,Feminino,Baixa
UFOs,Curt Sutherly,português,Universo,3.5,31,5,0,40,6,50,suspense e mistério,Feminino,Baixa
O Demônio e a Srta. Prym,Paulo Coelho,português,Planeta,3.5,6,317,17,1,95,15,suspense e mistério,Feminino,Baixa
Dôssie Drácula,James Reese,português,Planeta,3.5,102,47,0,219,21,171,suspense e mistério,Feminino,Baixa
Amores Infernais,Scott Westerfeld,português,Galera,3.5,2,61,4,2,86,3,suspense e mistério,Feminino,Baixa
Eu Sei Onde Você Está,Claire Kendal,português,Intrínseca,3.5,565,9,0,2,43,692,suspense e mistério,Feminino,Baixa
O caso da mansão Deboën,Edgar Cantero,português,Intrínseca,3.5,497,27,0,1,40,561,suspense e mistério,Feminino,Baixa
Eu Sei Onde Você Está,Claire Kendal,português,Intrínseca,3.5,565,9,0,2,43,692,suspense e mistério,Feminino,Baixa
O Talismã,Sir Walter Scott,português,Rocco,3.5,21,3,0,78,0,37,suspense e mistério,Feminino,Baixa
O Demônio e a Srta. Prym,Paulo Coelho,português,Rocco,3.5,6,317,17,1,95,15,suspense e mistério,Feminino,Baixa
Não se esqueça de mim!,R. L. Stine,português,Rocco,3.5,41,1,1,59,1,87,suspense e mistério,Feminino,Baixa
O Jogo da Mentira,Ruth Ware,português,Rocco,3.5,203,7,0,1,14,241,suspense e mistério,Feminino,Baixa
O Demônio e a Srta. Prym,Paulo Coelho,português,Sextante,3.5,6,317,17,1,95,15,suspense e mistério,Feminino,Baixa
A Mãe Perfeita,Aimee Molloy,português,HarperCollins,3.5,160,3,0,329,23,141,suspense e mistério,Feminino,Baixa
Inigualável ,Alyson Noël,português,HarperCollins,3.5,213,16,0,583,38,282,suspense e mistério,Feminino,Baixa
Contos de Fadas Norte-Americanos,L. Frank Baum,português,Martin,3.5,113,1,0,120,7,189,suspense e mistério,Feminino,Baixa
Argo,Antonio Mendez,português,Intrínseca,3.5,527,78,2,917,55,794,suspense e mistério,Feminino,Baixa
Contágio,David Koepp,português,HarperCollins,3.5,82,0,0,171,10,59,suspense e mistério,Feminino,Baixa
A mão que te alimenta,A. J. Rich,português,Record,3.5,637,12,0,2,25,727,suspense e mistério,Feminino,Baixa
O Caso da Mansão Deboën,Edgar Cantero,português,Intrínseca,3.5,497,27,0,1,40,561,suspense e mistério,Feminino,Baixa
O Jantar,Herman Koch,português,Intrínseca,3.4,658,24,1,935,33,888,suspense e mistério,Feminino,Baixa
Querida Filha,Elizabeth Little,português,Rocco,3.4,52,1,0,201,6,62,suspense e mistério,Feminino,Baixa
O Sequestro,Diane Hoh,português,Rocco,3.4,56,2,0,40,1,102,suspense e mistério,Feminino,Baixa
Lição de Morte,Diane Hoh,português,Rocco,3.4,100,0,0,47,1,171,suspense e mistério,Feminino,Baixa
Os deixados para trás,Tom Perrotta,português,Intrínseca,3.4,701,70,1,1,93,976,suspense e mistério,Feminino,Baixa
Colheita,James Frey,português,Intrínseca,3.4,43,0,0,175,1,49,suspense e mistério,Feminino,Baixa
Antes da Queda,Noah Hawley,português,Intrínseca,3.4,330,10,1,1,43,379,suspense e mistério,Feminino,Baixa
Nunca Jamais,Colleen Hoover,português,Galera,3.4,1,5,1,2,23,1,suspense e mistério,Feminino,Baixa
A Sombra da Lua,John Sandford,português,Arqueiro,3.4,354,19,0,631,18,546,suspense e mistério,Feminino,Baixa
Guerreiro Tigre,David Gibbins,português,Planeta,3.4,71,23,1,237,12,130,suspense e mistério,Feminino,Baixa
Os deixados para trás,Tom Perrotta,português,Intrínseca,3.4,701,70,1,1,93,976,suspense e mistério,Feminino,Baixa
O Sabá das Feiticeiras,John Updike,português,Rocco,3.4,51,6,0,63,5,94,suspense e mistério,Feminino,Baixa
O Despertar,L. J. Smith,português,Galera,3.4,32,1,91,8,830,103,suspense e mistério,Feminino,Baixa
A Namorada Perfeita,Karen Hamilton,português,Rocco,3.4,74,0,0,745,2,86,suspense e mistério,Feminino,Baixa
"Não Chore, Não",Mary Kubica,português,Planeta,3.3,271,16,1,1,23,341,suspense e mistério,Feminino,Baixa
Passageiro para Frankfurt,Agatha Christie,português,HarperCollins,3.3,1,127,4,1,39,3,suspense e mistério,Feminino,Baixa
O Fecho,Sloane Crosley,português,Rocco,3.3,6,0,0,476,1,1,suspense e mistério,Feminino,Baixa
A Mulher Silenciosa,A.S.A. Harrison,português,Intrínseca,3.3,1,95,2,2,103,2,suspense e mistério,Feminino,Baixa
Acerto de Contas,John Grisham,português,Arqueiro,3.3,81,2,0,528,12,84,suspense e mistério,Feminino,Baixa
O Manuscrito,Chris Pavone,português,Arqueiro,3.3,181,38,1,441,26,247,suspense e mistério,Feminino,Baixa
Beijos Infernais (Kisses from hell),Kristin Cast,português,Galera,3.3,1,40,3,2,61,2,suspense e mistério,Feminino,Baixa
Ponto Cego,Rebecca Scherm,português,Rocco,3.3,12,2,0,358,5,9,suspense e mistério,Feminino,Baixa
A Contrapartida,Uranio Bonoldi,português,Valentina,3.3,187,10,1,1,35,206,suspense e mistério,Feminino,Baixa
Uma garota de Muita Sorte,Jessica Knoll,português,Rocco,3.3,111,6,0,444,11,155,suspense e mistério,Feminino,Baixa
Vingança da Maré,Elizabeth Haynes,português,Intrínseca,3.3,570,28,1,1,31,779,suspense e mistério,Feminino,Baixa
Catfish,Lynda Throsby,português,AllBook,3.3,54,3,1,271,5,55,suspense e mistério,Feminino,Baixa
Aqueles Que Perdemos,Sheena Kamal,português,HarperCollins,3.2,72,7,0,1,8,90,suspense e mistério,Feminino,Baixa
Arrowood,Mick Finlay,português,HarperCollins,3.2,26,1,0,627,6,35,suspense e mistério,Feminino,Baixa
Meninas Selvagens,Rory Power,português,Galera,3.2,601,19,1,3,105,524,suspense e mistério,Feminino,Baixa
Meninas selvagens,Rory Power,português,Galera,3.2,601,19,1,3,105,524,suspense e mistério,Feminino,Baixa
Formaturas Infernais (Prom nights from hell),Meg Cabot,português,Galera,3.2,21,1,44,9,497,51,suspense e mistério,Feminino,Baixa
Vamos Passear no Bosque,Ruth Rendell,português,Rocco,3.2,16,4,0,60,0,29,suspense e mistério,Feminino,Baixa
Tão Mais Bonita,Cara Hoffman,português,Intrínseca,3.2,267,60,1,864,33,419,suspense e mistério,Feminino,Baixa
Sinuca de Bico,Josh Bazell,português,Rocco,3.1,27,3,0,42,0,40,suspense e mistério,Feminino,Baixa
A Nona Configuração,William Peter Blatty,português,Harper,3.1,684,44,1,666,33,892,suspense e mistério,Feminino,Baixa
Louras Zumbis,Brian James,português,Galera,3.1,587,17,0,809,9,797,suspense e mistério,Feminino,Baixa
O Enigma do Quatro,Ian Caldwell,português,Planeta,3.1,1,319,2,549,68,2,suspense e mistério,Feminino,Baixa
O Monstro,Diane Hoh,português,Rocco,3.1,23,1,0,30,1,42,suspense e mistério,Feminino,Baixa
Morte No Verão,Benjamin Black,português,Rocco,3.0,43,1,0,479,5,2,suspense e mistério,Feminino,Baixa
Uma Casa No Fundo de Um Lago,Josh Malerman,português,Intrínseca,3.0,4,94,2,4,197,5,suspense e mistério,Feminino,Baixa
A Geração do Meio,Margaret Drabble,português,Rocco,3.0,2,1,0,4,0,4,suspense e mistério,Feminino,Baixa
Latitudes Piratas,Michael Crichton,português,Rocco,3.0,1,0,0,1,0,1,suspense e mistério,Feminino,Baixa
Quattrocento,James McKean,português,Rocco,3.0,11,2,0,47,2,14,suspense e mistério,Feminino,Baixa
Os Crimes do Mosaico,Giulio Leoni,português,Planeta,2.9,693,129,2,415,41,1,suspense e mistério,Feminino,Baixa
A Febre,Megan Abbott ,português,Intrínseca,2.9,977,88,2,1,62,1,suspense e mistério,Feminino,Baixa
As moscas azuis,Carmen Posadas,português,Planeta,2.9,24,5,0,45,6,25,suspense e mistério,Feminino,Baixa
Os Saqueadores,Tom Cooper,português,Rocco,2.8,11,0,0,97,1,6,suspense e mistério,Feminino,Baixa
Contos - Volume III,H. P. Lovecraft,português,Martin,0.0,0,1,1,84,2,1,suspense e mistério,Feminino,Baixa
Scarlet and Ivy - The Whispers in the Walls,Sophie Cleverly,inglês,HarperCollins,0.0,0,0,0,2,0,1,suspense e mistério,Feminino,Baixa
Errantes,Florencia Etcheves,espanhol,Editora,0.0,0,0,0,1,0,0,suspense e mistério,Feminino,Baixa
Contos - Volume III,H. P. Lovecraft,português,Martin,0.0,0,1,1,84,2,1,suspense e mistério,Feminino,Baixa
Contos - Volume III,H. P. Lovecraft,português,Martin,0.0,0,1,1,84,2,1,suspense e mistério,Feminino,Baixa
Contos - Volume III,H. P. Lovecraft,português,Martin,0.0,0,1,1,84,2,1,suspense e mistério,Feminino,Baixa
